"","code_muni","code_muni2","MUNICIPIO","UF"
"1",110002,"1100023","Ariquemes","RO"
"2",110003,"1100031","Cabixi","RO"
"3",110004,"1100049","Cacoal","RO"
"4",110005,"1100056","Cerejeiras","RO"
"5",110006,"1100064","Colorado do Oeste","RO"
"6",110007,"1100072","Corumbiara","RO"
"7",110008,"1100080","Costa Marques","RO"
"8",110009,"1100098","Espigão D'Oeste","RO"
"9",110010,"1100106","Guajará-Mirim","RO"
"10",110011,"1100114","Jaru","RO"
"11",110012,"1100122","Ji-Paraná","RO"
"12",110013,"1100130","Machadinho D'Oeste","RO"
"13",110014,"1100148","Nova Brasilândia D'Oeste","RO"
"14",110015,"1100155","Ouro Preto do Oeste","RO"
"15",110018,"1100189","Pimenta Bueno","RO"
"16",110020,"1100205","Porto Velho","RO"
"17",110025,"1100254","Presidente Médici","RO"
"18",110026,"1100262","Rio Crespo","RO"
"19",110028,"1100288","Rolim de Moura","RO"
"20",110029,"1100296","Santa Luzia D'Oeste","RO"
"21",110030,"1100304","Vilhena","RO"
"22",110032,"1100320","São Miguel do Guaporé","RO"
"23",110033,"1100338","Nova Mamoré","RO"
"24",110034,"1100346","Alvorada D'Oeste","RO"
"25",110037,"1100379","Alto Alegre dos Parecis","RO"
"26",110040,"1100403","Alto Paraíso","RO"
"27",110045,"1100452","Buritis","RO"
"28",110050,"1100502","Novo Horizonte do Oeste","RO"
"29",110060,"1100601","Cacaulândia","RO"
"30",110070,"1100700","Campo Novo de Rondônia","RO"
"31",110080,"1100809","Candeias do Jamari","RO"
"32",110090,"1100908","Castanheiras","RO"
"33",110092,"1100924","Chupinguaia","RO"
"34",110094,"1100940","Cujubim","RO"
"35",110100,"1101005","Governador Jorge Teixeira","RO"
"36",110110,"1101104","Itapuã do Oeste","RO"
"37",110120,"1101203","Ministro Andreazza","RO"
"38",110130,"1101302","Mirante da Serra","RO"
"39",110140,"1101401","Monte Negro","RO"
"40",110143,"1101435","Nova União","RO"
"41",110145,"1101450","Parecis","RO"
"42",110146,"1101468","Pimenteiras do Oeste","RO"
"43",110147,"1101476","Primavera de Rondônia","RO"
"44",110148,"1101484","São Felipe D'Oeste","RO"
"45",110149,"1101492","São Francisco do Guaporé","RO"
"46",110150,"1101500","Seringueiras","RO"
"47",110155,"1101559","Teixeirópolis","RO"
"48",110160,"1101609","Theobroma","RO"
"49",110170,"1101708","Urupá","RO"
"50",110175,"1101757","Vale do Anari","RO"
"51",110180,"1101807","Vale do Paraíso","RO"
"52",120001,"1200013","Acrelândia","AC"
"53",120005,"1200054","Assis Brasil","AC"
"54",120010,"1200104","Brasiléia","AC"
"55",120013,"1200138","Bujari","AC"
"56",120017,"1200179","Capixaba","AC"
"57",120020,"1200203","Cruzeiro do Sul","AC"
"58",120025,"1200252","Epitaciolândia","AC"
"59",120030,"1200302","Feijó","AC"
"60",120032,"1200328","Jordão","AC"
"61",120033,"1200336","Mâncio Lima","AC"
"62",120034,"1200344","Manoel Urbano","AC"
"63",120035,"1200351","Marechal Thaumaturgo","AC"
"64",120038,"1200385","Plácido de Castro","AC"
"65",120039,"1200393","Porto Walter","AC"
"66",120040,"1200401","Rio Branco","AC"
"67",120042,"1200427","Rodrigues Alves","AC"
"68",120043,"1200435","Santa Rosa do Purus","AC"
"69",120045,"1200450","Senador Guiomard","AC"
"70",120050,"1200500","Sena Madureira","AC"
"71",120060,"1200609","Tarauacá","AC"
"72",120070,"1200708","Xapuri","AC"
"73",120080,"1200807","Porto Acre","AC"
"74",130002,"1300029","Alvarães","AM"
"75",130006,"1300060","Amaturá","AM"
"76",130008,"1300086","Anamã","AM"
"77",130010,"1300102","Anori","AM"
"78",130014,"1300144","Apuí","AM"
"79",130020,"1300201","Atalaia do Norte","AM"
"80",130030,"1300300","Autazes","AM"
"81",130040,"1300409","Barcelos","AM"
"82",130050,"1300508","Barreirinha","AM"
"83",130060,"1300607","Benjamin Constant","AM"
"84",130063,"1300631","Beruri","AM"
"85",130068,"1300680","Boa Vista do Ramos","AM"
"86",130070,"1300706","Boca do Acre","AM"
"87",130080,"1300805","Borba","AM"
"88",130083,"1300839","Caapiranga","AM"
"89",130090,"1300904","Canutama","AM"
"90",130100,"1301001","Carauari","AM"
"91",130110,"1301100","Careiro","AM"
"92",130115,"1301159","Careiro da Várzea","AM"
"93",130120,"1301209","Coari","AM"
"94",130130,"1301308","Codajás","AM"
"95",130140,"1301407","Eirunepé","AM"
"96",130150,"1301506","Envira","AM"
"97",130160,"1301605","Fonte Boa","AM"
"98",130165,"1301654","Guajará","AM"
"99",130170,"1301704","Humaitá","AM"
"100",130180,"1301803","Ipixuna","AM"
"101",130185,"1301852","Iranduba","AM"
"102",130190,"1301902","Itacoatiara","AM"
"103",130195,"1301951","Itamarati","AM"
"104",130200,"1302009","Itapiranga","AM"
"105",130210,"1302108","Japurá","AM"
"106",130220,"1302207","Juruá","AM"
"107",130230,"1302306","Jutaí","AM"
"108",130240,"1302405","Lábrea","AM"
"109",130250,"1302504","Manacapuru","AM"
"110",130255,"1302553","Manaquiri","AM"
"111",130260,"1302603","Manaus","AM"
"112",130270,"1302702","Manicoré","AM"
"113",130280,"1302801","Maraã","AM"
"114",130290,"1302900","Maués","AM"
"115",130300,"1303007","Nhamundá","AM"
"116",130310,"1303106","Nova Olinda do Norte","AM"
"117",130320,"1303205","Novo Airão","AM"
"118",130330,"1303304","Novo Aripuanã","AM"
"119",130340,"1303403","Parintins","AM"
"120",130350,"1303502","Pauini","AM"
"121",130353,"1303536","Presidente Figueiredo","AM"
"122",130356,"1303569","Rio Preto da Eva","AM"
"123",130360,"1303601","Santa Isabel do Rio Negro","AM"
"124",130370,"1303700","Santo Antônio do Içá","AM"
"125",130380,"1303809","São Gabriel da Cachoeira","AM"
"126",130390,"1303908","São Paulo de Olivença","AM"
"127",130395,"1303957","São Sebastião do Uatumã","AM"
"128",130400,"1304005","Silves","AM"
"129",130406,"1304062","Tabatinga","AM"
"130",130410,"1304104","Tapauá","AM"
"131",130420,"1304203","Tefé","AM"
"132",130423,"1304237","Tonantins","AM"
"133",130426,"1304260","Uarini","AM"
"134",130430,"1304302","Urucará","AM"
"135",130440,"1304401","Urucurituba","AM"
"136",140002,"1400027","Amajari","RR"
"137",140005,"1400050","Alto Alegre","RR"
"138",140010,"1400100","Boa Vista","RR"
"139",140015,"1400159","Bonfim","RR"
"140",140017,"1400175","Cantá","RR"
"141",140020,"1400209","Caracaraí","RR"
"142",140023,"1400233","Caroebe","RR"
"143",140028,"1400282","Iracema","RR"
"144",140030,"1400308","Mucajaí","RR"
"145",140040,"1400407","Normandia","RR"
"146",140045,"1400456","Pacaraima","RR"
"147",140047,"1400472","Rorainópolis","RR"
"148",140050,"1400506","São João da Baliza","RR"
"149",140060,"1400605","São Luiz","RR"
"150",140070,"1400704","Uiramutã","RR"
"151",150010,"1500107","Abaetetuba","PA"
"152",150013,"1500131","Abel Figueiredo","PA"
"153",150020,"1500206","Acará","PA"
"154",150030,"1500305","Afuá","PA"
"155",150034,"1500347","Água Azul do Norte","PA"
"156",150040,"1500404","Alenquer","PA"
"157",150050,"1500503","Almeirim","PA"
"158",150060,"1500602","Altamira","PA"
"159",150070,"1500701","Anajás","PA"
"160",150080,"1500800","Ananindeua","PA"
"161",150085,"1500859","Anapu","PA"
"162",150090,"1500909","Augusto Corrêa","PA"
"163",150095,"1500958","Aurora do Pará","PA"
"164",150100,"1501006","Aveiro","PA"
"165",150110,"1501105","Bagre","PA"
"166",150120,"1501204","Baião","PA"
"167",150125,"1501253","Bannach","PA"
"168",150130,"1501303","Barcarena","PA"
"169",150140,"1501402","Belém","PA"
"170",150145,"1501451","Belterra","PA"
"171",150150,"1501501","Benevides","PA"
"172",150157,"1501576","Bom Jesus do Tocantins","PA"
"173",150160,"1501600","Bonito","PA"
"174",150170,"1501709","Bragança","PA"
"175",150172,"1501725","Brasil Novo","PA"
"176",150175,"1501758","Brejo Grande do Araguaia","PA"
"177",150178,"1501782","Breu Branco","PA"
"178",150180,"1501808","Breves","PA"
"179",150190,"1501907","Bujaru","PA"
"180",150195,"1501956","Cachoeira do Piriá","PA"
"181",150200,"1502004","Cachoeira do Arari","PA"
"182",150210,"1502103","Cametá","PA"
"183",150215,"1502152","Canaã dos Carajás","PA"
"184",150220,"1502202","Capanema","PA"
"185",150230,"1502301","Capitão Poço","PA"
"186",150240,"1502400","Castanhal","PA"
"187",150250,"1502509","Chaves","PA"
"188",150260,"1502608","Colares","PA"
"189",150270,"1502707","Conceição do Araguaia","PA"
"190",150275,"1502756","Concórdia do Pará","PA"
"191",150276,"1502764","Cumaru do Norte","PA"
"192",150277,"1502772","Curionópolis","PA"
"193",150280,"1502806","Curralinho","PA"
"194",150285,"1502855","Curuá","PA"
"195",150290,"1502905","Curuçá","PA"
"196",150293,"1502939","Dom Eliseu","PA"
"197",150295,"1502954","Eldorado dos Carajás","PA"
"198",150300,"1503002","Faro","PA"
"199",150304,"1503044","Floresta do Araguaia","PA"
"200",150307,"1503077","Garrafão do Norte","PA"
"201",150309,"1503093","Goianésia do Pará","PA"
"202",150310,"1503101","Gurupá","PA"
"203",150320,"1503200","Igarapé-Açu","PA"
"204",150330,"1503309","Igarapé-Miri","PA"
"205",150340,"1503408","Inhangapi","PA"
"206",150345,"1503457","Ipixuna do Pará","PA"
"207",150350,"1503507","Irituia","PA"
"208",150360,"1503606","Itaituba","PA"
"209",150370,"1503705","Itupiranga","PA"
"210",150375,"1503754","Jacareacanga","PA"
"211",150380,"1503804","Jacundá","PA"
"212",150390,"1503903","Juruti","PA"
"213",150400,"1504000","Limoeiro do Ajuru","PA"
"214",150405,"1504059","Mãe do Rio","PA"
"215",150410,"1504109","Magalhães Barata","PA"
"216",150420,"1504208","Marabá","PA"
"217",150430,"1504307","Maracanã","PA"
"218",150440,"1504406","Marapanim","PA"
"219",150442,"1504422","Marituba","PA"
"220",150445,"1504455","Medicilândia","PA"
"221",150450,"1504505","Melgaço","PA"
"222",150460,"1504604","Mocajuba","PA"
"223",150470,"1504703","Moju","PA"
"224",150480,"1504802","Monte Alegre","PA"
"225",150490,"1504901","Muaná","PA"
"226",150495,"1504950","Nova Esperança do Piriá","PA"
"227",150497,"1504976","Nova Ipixuna","PA"
"228",150500,"1505007","Nova Timboteua","PA"
"229",150503,"1505031","Novo Progresso","PA"
"230",150506,"1505064","Novo Repartimento","PA"
"231",150510,"1505106","Óbidos","PA"
"232",150520,"1505205","Oeiras do Pará","PA"
"233",150530,"1505304","Oriximiná","PA"
"234",150540,"1505403","Ourém","PA"
"235",150543,"1505437","Ourilândia do Norte","PA"
"236",150548,"1505486","Pacajá","PA"
"237",150549,"1505494","Palestina do Pará","PA"
"238",150550,"1505502","Paragominas","PA"
"239",150553,"1505536","Parauapebas","PA"
"240",150555,"1505551","Pau D'Arco","PA"
"241",150560,"1505601","Peixe-Boi","PA"
"242",150563,"1505635","Piçarra","PA"
"243",150565,"1505650","Placas","PA"
"244",150570,"1505700","Ponta de Pedras","PA"
"245",150580,"1505809","Portel","PA"
"246",150590,"1505908","Porto de Moz","PA"
"247",150600,"1506005","Prainha","PA"
"248",150610,"1506104","Primavera","PA"
"249",150611,"1506112","Quatipuru","PA"
"250",150613,"1506138","Redenção","PA"
"251",150616,"1506161","Rio Maria","PA"
"252",150618,"1506187","Rondon do Pará","PA"
"253",150619,"1506195","Rurópolis","PA"
"254",150620,"1506203","Salinópolis","PA"
"255",150630,"1506302","Salvaterra","PA"
"256",150635,"1506351","Santa Bárbara do Pará","PA"
"257",150640,"1506401","Santa Cruz do Arari","PA"
"258",150650,"1506500","Santa Isabel do Pará","PA"
"259",150655,"1506559","Santa Luzia do Pará","PA"
"260",150658,"1506583","Santa Maria das Barreiras","PA"
"261",150660,"1506609","Santa Maria do Pará","PA"
"262",150670,"1506708","Santana do Araguaia","PA"
"263",150680,"1506807","Santarém","PA"
"264",150690,"1506906","Santarém Novo","PA"
"265",150700,"1507003","Santo Antônio do Tauá","PA"
"266",150710,"1507102","São Caetano de Odivelas","PA"
"267",150715,"1507151","São Domingos do Araguaia","PA"
"268",150720,"1507201","São Domingos do Capim","PA"
"269",150730,"1507300","São Félix do Xingu","PA"
"270",150740,"1507409","São Francisco do Pará","PA"
"271",150745,"1507458","São Geraldo do Araguaia","PA"
"272",150746,"1507466","São João da Ponta","PA"
"273",150747,"1507474","São João de Pirabas","PA"
"274",150750,"1507508","São João do Araguaia","PA"
"275",150760,"1507607","São Miguel do Guamá","PA"
"276",150770,"1507706","São Sebastião da Boa Vista","PA"
"277",150775,"1507755","Sapucaia","PA"
"278",150780,"1507805","Senador José Porfírio","PA"
"279",150790,"1507904","Soure","PA"
"280",150795,"1507953","Tailândia","PA"
"281",150796,"1507961","Terra Alta","PA"
"282",150797,"1507979","Terra Santa","PA"
"283",150800,"1508001","Tomé-Açu","PA"
"284",150803,"1508035","Tracuateua","PA"
"285",150805,"1508050","Trairão","PA"
"286",150808,"1508084","Tucumã","PA"
"287",150810,"1508100","Tucuruí","PA"
"288",150812,"1508126","Ulianópolis","PA"
"289",150815,"1508159","Uruará","PA"
"290",150820,"1508209","Vigia","PA"
"291",150830,"1508308","Viseu","PA"
"292",150835,"1508357","Vitória do Xingu","PA"
"293",150840,"1508407","Xinguara","PA"
"294",160005,"1600055","Serra do Navio","AP"
"295",160010,"1600105","Amapá","AP"
"296",160015,"1600154","Pedra Branca do Amapari","AP"
"297",160020,"1600204","Calçoene","AP"
"298",160021,"1600212","Cutias","AP"
"299",160023,"1600238","Ferreira Gomes","AP"
"300",160025,"1600253","Itaubal","AP"
"301",160027,"1600279","Laranjal do Jari","AP"
"302",160030,"1600303","Macapá","AP"
"303",160040,"1600402","Mazagão","AP"
"304",160050,"1600501","Oiapoque","AP"
"305",160053,"1600535","Porto Grande","AP"
"306",160055,"1600550","Pracuúba","AP"
"307",160060,"1600600","Santana","AP"
"308",160070,"1600709","Tartarugalzinho","AP"
"309",160080,"1600808","Vitória do Jari","AP"
"310",170025,"1700251","Abreulândia","TO"
"311",170030,"1700301","Aguiarnópolis","TO"
"312",170035,"1700350","Aliança do Tocantins","TO"
"313",170040,"1700400","Almas","TO"
"314",170070,"1700707","Alvorada","TO"
"315",170100,"1701002","Ananás","TO"
"316",170105,"1701051","Angico","TO"
"317",170110,"1701101","Aparecida do Rio Negro","TO"
"318",170130,"1701309","Aragominas","TO"
"319",170190,"1701903","Araguacema","TO"
"320",170200,"1702000","Araguaçu","TO"
"321",170210,"1702109","Araguaína","TO"
"322",170215,"1702158","Araguanã","TO"
"323",170220,"1702208","Araguatins","TO"
"324",170230,"1702307","Arapoema","TO"
"325",170240,"1702406","Arraias","TO"
"326",170255,"1702554","Augustinópolis","TO"
"327",170270,"1702703","Aurora do Tocantins","TO"
"328",170290,"1702901","Axixá do Tocantins","TO"
"329",170300,"1703008","Babaçulândia","TO"
"330",170305,"1703057","Bandeirantes do Tocantins","TO"
"331",170307,"1703073","Barra do Ouro","TO"
"332",170310,"1703107","Barrolândia","TO"
"333",170320,"1703206","Bernardo Sayão","TO"
"334",170330,"1703305","Bom Jesus do Tocantins","TO"
"335",170360,"1703602","Brasilândia do Tocantins","TO"
"336",170370,"1703701","Brejinho de Nazaré","TO"
"337",170380,"1703800","Buriti do Tocantins","TO"
"338",170382,"1703826","Cachoeirinha","TO"
"339",170384,"1703842","Campos Lindos","TO"
"340",170386,"1703867","Cariri do Tocantins","TO"
"341",170388,"1703883","Carmolândia","TO"
"342",170389,"1703891","Carrasco Bonito","TO"
"343",170390,"1703909","Caseara","TO"
"344",170410,"1704105","Centenário","TO"
"345",170460,"1704600","Chapada de Areia","TO"
"346",170510,"1705102","Chapada da Natividade","TO"
"347",170550,"1705508","Colinas do Tocantins","TO"
"348",170555,"1705557","Combinado","TO"
"349",170560,"1705607","Conceição do Tocantins","TO"
"350",170600,"1706001","Couto Magalhães","TO"
"351",170610,"1706100","Cristalândia","TO"
"352",170625,"1706258","Crixás do Tocantins","TO"
"353",170650,"1706506","Darcinópolis","TO"
"354",170700,"1707009","Dianópolis","TO"
"355",170710,"1707108","Divinópolis do Tocantins","TO"
"356",170720,"1707207","Dois Irmãos do Tocantins","TO"
"357",170730,"1707306","Dueré","TO"
"358",170740,"1707405","Esperantina","TO"
"359",170755,"1707553","Fátima","TO"
"360",170765,"1707652","Figueirópolis","TO"
"361",170770,"1707702","Filadélfia","TO"
"362",170820,"1708205","Formoso do Araguaia","TO"
"363",170825,"1708254","Fortaleza do Tabocão","TO"
"364",170830,"1708304","Goianorte","TO"
"365",170900,"1709005","Goiatins","TO"
"366",170930,"1709302","Guaraí","TO"
"367",170950,"1709500","Gurupi","TO"
"368",170980,"1709807","Ipueiras","TO"
"369",171050,"1710508","Itacajá","TO"
"370",171070,"1710706","Itaguatins","TO"
"371",171090,"1710904","Itapiratins","TO"
"372",171110,"1711100","Itaporã do Tocantins","TO"
"373",171150,"1711506","Jaú do Tocantins","TO"
"374",171180,"1711803","Juarina","TO"
"375",171190,"1711902","Lagoa da Confusão","TO"
"376",171195,"1711951","Lagoa do Tocantins","TO"
"377",171200,"1712009","Lajeado","TO"
"378",171215,"1712157","Lavandeira","TO"
"379",171240,"1712405","Lizarda","TO"
"380",171245,"1712454","Luzinópolis","TO"
"381",171250,"1712504","Marianópolis do Tocantins","TO"
"382",171270,"1712702","Mateiros","TO"
"383",171280,"1712801","Maurilândia do Tocantins","TO"
"384",171320,"1713205","Miracema do Tocantins","TO"
"385",171330,"1713304","Miranorte","TO"
"386",171360,"1713601","Monte do Carmo","TO"
"387",171370,"1713700","Monte Santo do Tocantins","TO"
"388",171380,"1713809","Palmeiras do Tocantins","TO"
"389",171395,"1713957","Muricilândia","TO"
"390",171420,"1714203","Natividade","TO"
"391",171430,"1714302","Nazaré","TO"
"392",171488,"1714880","Nova Olinda","TO"
"393",171500,"1715002","Nova Rosalândia","TO"
"394",171510,"1715101","Novo Acordo","TO"
"395",171515,"1715150","Novo Alegre","TO"
"396",171525,"1715259","Novo Jardim","TO"
"397",171550,"1715507","Oliveira de Fátima","TO"
"398",171570,"1715705","Palmeirante","TO"
"399",171575,"1715754","Palmeirópolis","TO"
"400",171610,"1716109","Paraíso do Tocantins","TO"
"401",171620,"1716208","Paranã","TO"
"402",171630,"1716307","Pau D'Arco","TO"
"403",171650,"1716505","Pedro Afonso","TO"
"404",171660,"1716604","Peixe","TO"
"405",171665,"1716653","Pequizeiro","TO"
"406",171670,"1716703","Colméia","TO"
"407",171700,"1717008","Pindorama do Tocantins","TO"
"408",171720,"1717206","Piraquê","TO"
"409",171750,"1717503","Pium","TO"
"410",171780,"1717800","Ponte Alta do Bom Jesus","TO"
"411",171790,"1717909","Ponte Alta do Tocantins","TO"
"412",171800,"1718006","Porto Alegre do Tocantins","TO"
"413",171820,"1718204","Porto Nacional","TO"
"414",171830,"1718303","Praia Norte","TO"
"415",171840,"1718402","Presidente Kennedy","TO"
"416",171845,"1718451","Pugmil","TO"
"417",171850,"1718501","Recursolândia","TO"
"418",171855,"1718550","Riachinho","TO"
"419",171865,"1718659","Rio da Conceição","TO"
"420",171870,"1718709","Rio dos Bois","TO"
"421",171875,"1718758","Rio Sono","TO"
"422",171880,"1718808","Sampaio","TO"
"423",171884,"1718840","Sandolândia","TO"
"424",171886,"1718865","Santa Fé do Araguaia","TO"
"425",171888,"1718881","Santa Maria do Tocantins","TO"
"426",171889,"1718899","Santa Rita do Tocantins","TO"
"427",171890,"1718907","Santa Rosa do Tocantins","TO"
"428",171900,"1719004","Santa Tereza do Tocantins","TO"
"429",172000,"1720002","Santa Terezinha do Tocantins","TO"
"430",172010,"1720101","São Bento do Tocantins","TO"
"431",172015,"1720150","São Félix do Tocantins","TO"
"432",172020,"1720200","São Miguel do Tocantins","TO"
"433",172025,"1720259","São Salvador do Tocantins","TO"
"434",172030,"1720309","São Sebastião do Tocantins","TO"
"435",172049,"1720499","São Valério","TO"
"436",172065,"1720655","Silvanópolis","TO"
"437",172080,"1720804","Sítio Novo do Tocantins","TO"
"438",172085,"1720853","Sucupira","TO"
"439",172090,"1720903","Taguatinga","TO"
"440",172093,"1720937","Taipas do Tocantins","TO"
"441",172097,"1720978","Talismã","TO"
"442",172100,"1721000","Palmas","TO"
"443",172110,"1721109","Tocantínia","TO"
"444",172120,"1721208","Tocantinópolis","TO"
"445",172125,"1721257","Tupirama","TO"
"446",172130,"1721307","Tupiratins","TO"
"447",172208,"1722081","Wanderlândia","TO"
"448",172210,"1722107","Xambioá","TO"
"449",210005,"2100055","Açailândia","MA"
"450",210010,"2100105","Afonso Cunha","MA"
"451",210015,"2100154","Água Doce do Maranhão","MA"
"452",210020,"2100204","Alcântara","MA"
"453",210030,"2100303","Aldeias Altas","MA"
"454",210040,"2100402","Altamira do Maranhão","MA"
"455",210043,"2100436","Alto Alegre do Maranhão","MA"
"456",210047,"2100477","Alto Alegre do Pindaré","MA"
"457",210050,"2100501","Alto Parnaíba","MA"
"458",210055,"2100550","Amapá do Maranhão","MA"
"459",210060,"2100600","Amarante do Maranhão","MA"
"460",210070,"2100709","Anajatuba","MA"
"461",210080,"2100808","Anapurus","MA"
"462",210083,"2100832","Apicum-Açu","MA"
"463",210087,"2100873","Araguanã","MA"
"464",210090,"2100907","Araioses","MA"
"465",210095,"2100956","Arame","MA"
"466",210100,"2101004","Arari","MA"
"467",210110,"2101103","Axixá","MA"
"468",210120,"2101202","Bacabal","MA"
"469",210125,"2101251","Bacabeira","MA"
"470",210130,"2101301","Bacuri","MA"
"471",210135,"2101350","Bacurituba","MA"
"472",210140,"2101400","Balsas","MA"
"473",210150,"2101509","Barão de Grajaú","MA"
"474",210160,"2101608","Barra do Corda","MA"
"475",210170,"2101707","Barreirinhas","MA"
"476",210173,"2101731","Belágua","MA"
"477",210177,"2101772","Bela Vista do Maranhão","MA"
"478",210180,"2101806","Benedito Leite","MA"
"479",210190,"2101905","Bequimão","MA"
"480",210193,"2101939","Bernardo do Mearim","MA"
"481",210197,"2101970","Boa Vista do Gurupi","MA"
"482",210200,"2102002","Bom Jardim","MA"
"483",210203,"2102036","Bom Jesus das Selvas","MA"
"484",210207,"2102077","Bom Lugar","MA"
"485",210210,"2102101","Brejo","MA"
"486",210215,"2102150","Brejo de Areia","MA"
"487",210220,"2102200","Buriti","MA"
"488",210230,"2102309","Buriti Bravo","MA"
"489",210232,"2102325","Buriticupu","MA"
"490",210235,"2102358","Buritirana","MA"
"491",210237,"2102374","Cachoeira Grande","MA"
"492",210240,"2102408","Cajapió","MA"
"493",210250,"2102507","Cajari","MA"
"494",210255,"2102556","Campestre do Maranhão","MA"
"495",210260,"2102606","Cândido Mendes","MA"
"496",210270,"2102705","Cantanhede","MA"
"497",210275,"2102754","Capinzal do Norte","MA"
"498",210280,"2102804","Carolina","MA"
"499",210290,"2102903","Carutapera","MA"
"500",210300,"2103000","Caxias","MA"
"501",210310,"2103109","Cedral","MA"
"502",210312,"2103125","Central do Maranhão","MA"
"503",210315,"2103158","Centro do Guilherme","MA"
"504",210317,"2103174","Centro Novo do Maranhão","MA"
"505",210320,"2103208","Chapadinha","MA"
"506",210325,"2103257","Cidelândia","MA"
"507",210330,"2103307","Codó","MA"
"508",210340,"2103406","Coelho Neto","MA"
"509",210350,"2103505","Colinas","MA"
"510",210355,"2103554","Conceição do Lago-Açu","MA"
"511",210360,"2103604","Coroatá","MA"
"512",210370,"2103703","Cururupu","MA"
"513",210375,"2103752","Davinópolis","MA"
"514",210380,"2103802","Dom Pedro","MA"
"515",210390,"2103901","Duque Bacelar","MA"
"516",210400,"2104008","Esperantinópolis","MA"
"517",210405,"2104057","Estreito","MA"
"518",210407,"2104073","Feira Nova do Maranhão","MA"
"519",210408,"2104081","Fernando Falcão","MA"
"520",210409,"2104099","Formosa da Serra Negra","MA"
"521",210410,"2104107","Fortaleza dos Nogueiras","MA"
"522",210420,"2104206","Fortuna","MA"
"523",210430,"2104305","Godofredo Viana","MA"
"524",210440,"2104404","Gonçalves Dias","MA"
"525",210450,"2104503","Governador Archer","MA"
"526",210455,"2104552","Governador Edison Lobão","MA"
"527",210460,"2104602","Governador Eugênio Barros","MA"
"528",210462,"2104628","Governador Luiz Rocha","MA"
"529",210465,"2104651","Governador Newton Bello","MA"
"530",210467,"2104677","Governador Nunes Freire","MA"
"531",210470,"2104701","Graça Aranha","MA"
"532",210480,"2104800","Grajaú","MA"
"533",210490,"2104909","Guimarães","MA"
"534",210500,"2105005","Humberto de Campos","MA"
"535",210510,"2105104","Icatu","MA"
"536",210515,"2105153","Igarapé do Meio","MA"
"537",210520,"2105203","Igarapé Grande","MA"
"538",210530,"2105302","Imperatriz","MA"
"539",210535,"2105351","Itaipava do Grajaú","MA"
"540",210540,"2105401","Itapecuru Mirim","MA"
"541",210542,"2105427","Itinga do Maranhão","MA"
"542",210545,"2105450","Jatobá","MA"
"543",210547,"2105476","Jenipapo dos Vieiras","MA"
"544",210550,"2105500","João Lisboa","MA"
"545",210560,"2105609","Joselândia","MA"
"546",210565,"2105658","Junco do Maranhão","MA"
"547",210570,"2105708","Lago da Pedra","MA"
"548",210580,"2105807","Lago do Junco","MA"
"549",210590,"2105906","Lago Verde","MA"
"550",210592,"2105922","Lagoa do Mato","MA"
"551",210594,"2105948","Lago dos Rodrigues","MA"
"552",210596,"2105963","Lagoa Grande do Maranhão","MA"
"553",210598,"2105989","Lajeado Novo","MA"
"554",210600,"2106003","Lima Campos","MA"
"555",210610,"2106102","Loreto","MA"
"556",210620,"2106201","Luís Domingues","MA"
"557",210630,"2106300","Magalhães de Almeida","MA"
"558",210632,"2106326","Maracaçumé","MA"
"559",210635,"2106359","Marajá do Sena","MA"
"560",210637,"2106375","Maranhãozinho","MA"
"561",210640,"2106409","Mata Roma","MA"
"562",210650,"2106508","Matinha","MA"
"563",210660,"2106607","Matões","MA"
"564",210663,"2106631","Matões do Norte","MA"
"565",210667,"2106672","Milagres do Maranhão","MA"
"566",210670,"2106706","Mirador","MA"
"567",210675,"2106755","Miranda do Norte","MA"
"568",210680,"2106805","Mirinzal","MA"
"569",210690,"2106904","Monção","MA"
"570",210700,"2107001","Montes Altos","MA"
"571",210710,"2107100","Morros","MA"
"572",210720,"2107209","Nina Rodrigues","MA"
"573",210725,"2107258","Nova Colinas","MA"
"574",210730,"2107308","Nova Iorque","MA"
"575",210735,"2107357","Nova Olinda do Maranhão","MA"
"576",210740,"2107407","Olho D'Água das Cunhãs","MA"
"577",210745,"2107456","Olinda Nova do Maranhão","MA"
"578",210750,"2107506","Paço do Lumiar","MA"
"579",210760,"2107605","Palmeirândia","MA"
"580",210770,"2107704","Paraibano","MA"
"581",210780,"2107803","Parnarama","MA"
"582",210790,"2107902","Passagem Franca","MA"
"583",210800,"2108009","Pastos Bons","MA"
"584",210805,"2108058","Paulino Neves","MA"
"585",210810,"2108108","Paulo Ramos","MA"
"586",210820,"2108207","Pedreiras","MA"
"587",210825,"2108256","Pedro do Rosário","MA"
"588",210830,"2108306","Penalva","MA"
"589",210840,"2108405","Peri Mirim","MA"
"590",210845,"2108454","Peritoró","MA"
"591",210850,"2108504","Pindaré-Mirim","MA"
"592",210860,"2108603","Pinheiro","MA"
"593",210870,"2108702","Pio Xii","MA"
"594",210880,"2108801","Pirapemas","MA"
"595",210890,"2108900","Poção de Pedras","MA"
"596",210900,"2109007","Porto Franco","MA"
"597",210905,"2109056","Porto Rico do Maranhão","MA"
"598",210910,"2109106","Presidente Dutra","MA"
"599",210920,"2109205","Presidente Juscelino","MA"
"600",210923,"2109239","Presidente Médici","MA"
"601",210927,"2109270","Presidente Sarney","MA"
"602",210930,"2109304","Presidente Vargas","MA"
"603",210940,"2109403","Primeira Cruz","MA"
